id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,kulczynski,imbalance_ratio
427,['Seven (a.k.a. Se7en) (1995)'],"['Usual Suspects, The (1995)']",0.1988,0.225,0.1276,0.641851,0.604481,0.088454
428,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)']",0.1602,0.1398,0.1028,0.641698,0.688517,0.103448
429,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1658,0.1894,0.1062,0.640531,0.600625,0.094779
430,"['Matrix, The (1999)', 'Forrest Gump (1994)']","['Lord of the Rings: The Two Towers, The (2002)']",0.1758,0.1988,0.1126,0.640501,0.603449,0.087786
431,['Apollo 13 (1995)'],['Batman (1989)'],0.208,0.1972,0.1332,0.640385,0.65792,0.039706
432,['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],['Star Wars: Episode VI - Return of the Jedi (1983)'],0.2184,0.2342,0.1398,0.64011,0.618518,0.050512
433,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1622,0.1806,0.1038,0.639951,0.607351,0.076987
434,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Forrest Gump (1994)']",0.1658,0.1296,0.106,0.639324,0.728612,0.19113
435,"['Matrix, The (1999)', 'Silence of the Lambs, The (1991)']","['Sixth Sense, The (1999)']",0.161,0.1766,0.1028,0.638509,0.610308,0.06644
436,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']","['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']",0.1758,0.1702,0.1122,0.638225,0.648725,0.023952
437,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Lord of the Rings: The Two Towers, The (2002)']",0.1806,0.1988,0.1152,0.637874,0.608676,0.068887
438,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)']",0.1894,0.1398,0.1208,0.637804,0.750948,0.238004
439,"['Forrest Gump (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.159,0.1602,0.1014,0.637736,0.635347,0.00551
440,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']","['Indiana Jones and the Last Crusade (1989)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1622,0.1142,0.1034,0.637485,0.771457,0.277457
441,['Speed (1994)'],"['Jurassic Park (1993)', 'Fugitive, The (1993)']",0.1704,0.1478,0.1086,0.637324,0.686051,0.107824
442,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Gladiator (2000)'],0.1658,0.1678,0.1056,0.636912,0.633117,0.008772
443,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1646,0.1806,0.1048,0.636695,0.608491,0.066556
444,['Speed (1994)'],"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1704,0.1758,0.1084,0.63615,0.62638,0.022708
445,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Shawshank Redemption, The (1994)', 'Lord of the Rings: The Two Towers, The (2002)']",0.1646,0.126,0.1046,0.63548,0.732819,0.207527
446,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Pulp Fiction (1994)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1602,0.1496,0.1018,0.635456,0.657968,0.050962
447,"['Pulp Fiction (1994)', 'Jurassic Park (1993)']",['Speed (1994)'],0.1728,0.1704,0.1098,0.635417,0.639892,0.010283
448,['Star Wars: Episode IV - A New Hope (1977)'],"['Matrix, The (1999)']",0.2844,0.2876,0.1806,0.635021,0.631488,0.008176
449,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Fight Club (1999)']",0.1622,0.1324,0.103,0.635018,0.706482,0.155532
450,"['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']",['Speed (1994)'],0.1702,0.1704,0.108,0.634548,0.634176,0.00086
451,['Seven (a.k.a. Se7en) (1995)'],"['Pulp Fiction (1994)', 'Forrest Gump (1994)']",0.1988,0.2148,0.126,0.633803,0.610197,0.055633
452,['Speed (1994)'],"['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']",0.1704,0.1702,0.108,0.633803,0.634176,0.00086
453,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)']",0.1622,0.1448,0.1028,0.633785,0.671865,0.085211
454,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Forrest Gump (1994)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1602,0.159,0.1014,0.632959,0.635347,0.00551
455,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1602,0.174,0.1014,0.632959,0.607859,0.059278
456,['Shrek (2001)'],"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.165,0.1658,0.1044,0.632727,0.631201,0.003534
457,"['Pulp Fiction (1994)', 'Matrix, The (1999)']","['Sixth Sense, The (1999)']",0.1644,0.1766,0.104,0.632603,0.610752,0.051477
458,['Forrest Gump (1994)'],['Pulp Fiction (1994)'],0.3396,0.326,0.2148,0.632509,0.645703,0.030169
459,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1658,0.1242,0.1048,0.632087,0.737943,0.224622
460,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Shawshank Redemption, The (1994)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1602,0.155,0.1012,0.63171,0.642307,0.024299
461,"['Silence of the Lambs, The (1991)', 'Forrest Gump (1994)']",['Terminator 2: Judgment Day (1991)'],0.2124,0.2306,0.134,0.630885,0.605989,0.0589
462,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Fight Club (1999)']",0.1658,0.1232,0.1046,0.630881,0.739953,0.23102
463,['Seven (a.k.a. Se7en) (1995)'],"['Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)']",0.1988,0.2192,0.1254,0.630785,0.601433,0.06972
464,['Aladdin (1992)'],"['Lion King, The (1994)']",0.1884,0.1698,0.1188,0.630573,0.66511,0.077694
465,['Terminator 2: Judgment Day (1991)'],['Braveheart (1995)'],0.2306,0.254,0.1454,0.630529,0.601485,0.068986
466,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1806,0.1534,0.1138,0.630122,0.685987,0.123524
467,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",0.174,0.1806,0.1096,0.629885,0.618375,0.026939
468,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Shrek (2001)'],0.1658,0.165,0.1044,0.629674,0.631201,0.003534
469,"['Shawshank Redemption, The (1994)']",['Pulp Fiction (1994)'],0.3482,0.326,0.2192,0.629523,0.650958,0.048791
470,['Gladiator (2000)'],"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1678,0.1658,0.1056,0.629321,0.633117,0.008772
471,"['Fugitive, The (1993)']",['Batman (1989)'],0.2068,0.1972,0.13,0.628627,0.643928,0.035036
472,['Jurassic Park (1993)'],['Terminator 2: Judgment Day (1991)'],0.2644,0.2306,0.1662,0.628593,0.674661,0.102798
473,"['Matrix, The (1999)']",['Star Wars: Episode IV - A New Hope (1977)'],0.2876,0.2844,0.1806,0.627955,0.631488,0.008176
474,"['Matrix, The (1999)', 'Fight Club (1999)']","['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1666,0.174,0.1046,0.627851,0.6145,0.031356
475,"['Fugitive, The (1993)']",['Apollo 13 (1995)'],0.2068,0.208,0.1298,0.62766,0.625849,0.004211
476,"['Pulp Fiction (1994)', 'Forrest Gump (1994)']",['Terminator 2: Judgment Day (1991)'],0.2148,0.2306,0.1348,0.627561,0.606062,0.050869
477,"['Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Fight Club (1999)'],0.211,0.2238,0.1324,0.627488,0.609544,0.042328
478,['Star Wars: Episode V - The Empire Strikes Back (1980)'],"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']",0.2246,0.1622,0.1408,0.626892,0.747478,0.253659
479,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Lord of the Rings: The Return of the King, The (2003)']",0.1806,0.1956,0.1132,0.6268,0.602766,0.057034
480,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1602,0.1278,0.1004,0.626717,0.70616,0.172708
481,"['Matrix, The (1999)', 'Fight Club (1999)']",['Memento (2000)'],0.1666,0.1562,0.1044,0.626651,0.647512,0.047619
482,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Fight Club (1999)']",0.1646,0.1232,0.103,0.625759,0.730899,0.224026
483,['Gladiator (2000)'],"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1678,0.174,0.105,0.625745,0.614596,0.026182
484,"['Fugitive, The (1993)']",['True Lies (1994)'],0.2068,0.1824,0.1294,0.625725,0.667577,0.093918
485,['Forrest Gump (1994)'],"['Silence of the Lambs, The (1991)']",0.3396,0.3134,0.2124,0.625442,0.651585,0.059464
486,['Forrest Gump (1994)'],"['Shawshank Redemption, The (1994)']",0.3396,0.3482,0.2124,0.625442,0.617718,0.01809
487,['Apollo 13 (1995)'],"['Fugitive, The (1993)']",0.208,0.2068,0.1298,0.624038,0.625849,0.004211
488,['Apollo 13 (1995)'],['Dances with Wolves (1990)'],0.208,0.189,0.1296,0.623077,0.654396,0.071055
489,"['Shawshank Redemption, The (1994)', 'Silence of the Lambs, The (1991)']","['Pulp Fiction (1994)', 'Forrest Gump (1994)']",0.2048,0.2148,0.1276,0.623047,0.608544,0.034247
490,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Star Wars: Episode IV - A New Hope (1977)']",0.174,0.1242,0.1084,0.622989,0.747888,0.262381
491,['True Lies (1994)'],['Speed (1994)'],0.1824,0.1704,0.1136,0.622807,0.644737,0.050167
492,['Ace Ventura: Pet Detective (1994)'],"['Pulp Fiction (1994)', 'Batman (1989)']",0.1632,0.1536,0.1016,0.622549,0.642003,0.04461
493,"['Jurassic Park (1993)', 'Pulp Fiction (1994)']","['Silence of the Lambs, The (1991)', 'Terminator 2: Judgment Day (1991)']",0.1728,0.1618,0.1074,0.621528,0.642655,0.048415
494,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Shawshank Redemption, The (1994)', 'Lord of the Rings: The Two Towers, The (2002)']",0.1658,0.126,0.103,0.62123,0.719345,0.210805
495,['Dances with Wolves (1990)'],['True Lies (1994)'],0.189,0.1824,0.1172,0.620106,0.631325,0.025964
496,['Batman (1989)'],['Aladdin (1992)'],0.1972,0.1884,0.1222,0.619675,0.634147,0.033409
497,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Shrek (2001)'],0.174,0.165,0.1078,0.61954,0.636437,0.038927
498,"['Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)']","['Usual Suspects, The (1995)']",0.2192,0.225,0.1358,0.619526,0.611541,0.018807
499,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Pulp Fiction (1994)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1698,0.1496,0.105,0.618375,0.660124,0.094216
500,"['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']",['Speed (1994)'],0.1628,0.1704,0.1006,0.617936,0.604156,0.032674
501,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1622,0.1222,0.1002,0.617756,0.718862,0.217155
502,['True Lies (1994)'],['Die Hard: With a Vengeance (1995)'],0.1824,0.1494,0.1126,0.617325,0.685503,0.150547
503,"['Jurassic Park (1993)', 'Forrest Gump (1994)']","['Fugitive, The (1993)']",0.2014,0.2068,0.1242,0.616683,0.608631,0.019014
504,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",['Speed (1994)'],0.1758,0.1704,0.1084,0.61661,0.62638,0.022708
505,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1622,0.1238,0.1,0.616523,0.712139,0.206452
506,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1698,0.1328,0.1046,0.616019,0.701835,0.186869
507,"['Jurassic Park (1993)', 'Pulp Fiction (1994)']","['Forrest Gump (1994)', 'Braveheart (1995)']",0.1728,0.1788,0.1064,0.615741,0.605409,0.02447
508,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",['Indiana Jones and the Last Crusade (1989)'],0.1698,0.1462,0.1044,0.614841,0.664465,0.111531
509,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Star Wars: Episode IV - A New Hope (1977)', 'Back to the Future (1985)']",0.1698,0.1302,0.1042,0.613663,0.706985,0.202247
510,"['Pulp Fiction (1994)', 'Matrix, The (1999)']","['Forrest Gump (1994)', 'Fight Club (1999)']",0.1644,0.1392,0.1008,0.613139,0.668638,0.12426
511,"['Jurassic Park (1993)', 'Forrest Gump (1994)']",['Apollo 13 (1995)'],0.2014,0.208,0.1232,0.611718,0.602013,0.023061
512,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1658,0.1172,0.1014,0.61158,0.738384,0.267621
513,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Pulp Fiction (1994)', 'Lord of the Rings: The Two Towers, The (2002)']",0.1658,0.12,0.1014,0.61158,0.72829,0.248373
514,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Forrest Gump (1994)']",0.174,0.123,0.1064,0.611494,0.738267,0.267576
515,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Fight Club (1999)']",0.1646,0.1666,0.1006,0.611179,0.607511,0.008673
516,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']","['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']",0.1758,0.1628,0.1074,0.610922,0.635313,0.056228
517,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Jurassic Park (1993)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1698,0.137,0.1036,0.61013,0.683167,0.161417
518,"['Shawshank Redemption, The (1994)']",['Forrest Gump (1994)'],0.3482,0.3396,0.2124,0.609994,0.617718,0.01809
519,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Forrest Gump (1994)']",0.174,0.1758,0.106,0.609195,0.606077,0.007383
520,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Terminator, The (1984)']",0.1698,0.1518,0.1034,0.608952,0.645056,0.082493
521,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1646,0.1152,0.1002,0.608748,0.73927,0.275056
522,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Forrest Gump (1994)']",0.1658,0.123,0.1008,0.607961,0.713736,0.22766
523,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1646,0.1172,0.1,0.607533,0.730387,0.260726
524,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1806,0.174,0.1096,0.606866,0.618375,0.026939
525,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Fight Club (1999)']",0.1658,0.1192,0.1006,0.606755,0.725358,0.252711
526,['Batman (1989)'],['Batman Forever (1995)'],0.1972,0.1346,0.1196,0.606491,0.747525,0.295005
527,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",0.1698,0.1516,0.1028,0.605418,0.641759,0.083257
528,['Batman (1989)'],['Ace Ventura: Pet Detective (1994)'],0.1972,0.1632,0.1192,0.604462,0.667427,0.140962
529,['Speed (1994)'],"['Fugitive, The (1993)', 'Forrest Gump (1994)']",0.1704,0.1512,0.103,0.60446,0.642838,0.087832
530,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1658,0.1126,0.1002,0.604343,0.747109,0.298541
531,"['Matrix, The (1999)', 'Fight Club (1999)']","['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1666,0.1646,0.1006,0.603842,0.607511,0.008673
532,['Independence Day (a.k.a. ID4) (1996)'],['Mission: Impossible (1996)'],0.215,0.1616,0.1298,0.603721,0.703469,0.21637
533,"['Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1988,0.1362,0.12,0.603622,0.742339,0.291163
534,"['Usual Suspects, The (1995)']","['Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)']",0.225,0.2192,0.1358,0.603556,0.611541,0.018807
535,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",['Gladiator (2000)'],0.174,0.1678,0.105,0.603448,0.614596,0.026182
536,"['Matrix, The (1999)', 'Forrest Gump (1994)']","['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1758,0.174,0.106,0.602958,0.606077,0.007383
537,"['Matrix, The (1999)', 'Forrest Gump (1994)']","['Sixth Sense, The (1999)']",0.1758,0.1766,0.1058,0.60182,0.600457,0.003244
538,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Fight Club (1999)']",0.174,0.1666,0.1046,0.601149,0.6145,0.031356
539,"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Shawshank Redemption, The (1994)', 'Lord of the Rings: The Return of the King, The (2003)']",0.174,0.1266,0.1046,0.601149,0.713687,0.241837
540,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",0.1894,0.1516,0.1138,0.600845,0.675752,0.166373
541,"['Fugitive, The (1993)']","['Jurassic Park (1993)', 'Forrest Gump (1994)']",0.2068,0.2014,0.1242,0.60058,0.608631,0.019014
542,"['Fugitive, The (1993)']",['Dances with Wolves (1990)'],0.2068,0.189,0.1242,0.60058,0.628861,0.065538
543,"['Godfather, The (1972)']","['Godfather: Part II, The (1974)']",0.211,0.1434,0.1266,0.6,0.741422,0.296752
